Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,KDA,Ban %,Fighter,Mage,Assassin,Marksman,Tank,Support
Zilean,Support,MID,4,52.2,1.35,0.5419,0.1412,0.0056,3.46,0.014,0,0,0,0,0,1
Zilean,Support,SUPPORT,4,49.44,1.68,0.5083,0.8195,0.0338,3.03,0.014,0,0,0,0,0,1
Zoe,Mage,MID,4,49.77,4.62,0.4984,0.9418,0.0362,2.58,0.0141,0,1,0,0,0,0
Zyra,Mage,SUPPORT,4,49.55,1.74,0.5218,0.9246,0.0385,2.13,0.0196,0,1,0,0,0,0
Aatrox,Fighter,TOP,5,66.17,-11,0.4823,0.9194,0.0636,1.88,0.0583,1,0,0,0,0,0
Ahri,Mage,MID,6,79.46,-0.88,0.507,0.9549,0.1048,2.72,0.1029,0,1,0,0,0,0
Akali,Assassin,MID,4,56.04,-6.6,0.4742,0.6577,0.0603,2.32,0.1384,0,0,1,0,0,0
Akali,Assassin,TOP,3,44.73,-4.9,0.4712,0.3333,0.0293,2.08,0.1384,0,0,1,0,0,0
Akshan,Marksman,MID,4,47.55,-4.99,0.495,0.6298,0.0311,2.23,0.0864,0,0,0,1,0,0
Akshan,Marksman,TOP,3,43.63,-1.19,0.5155,0.2909,0.0149,2.03,0.0864,0,0,0,1,0,0
Alistar,Tank,SUPPORT,3,42.34,-5.45,0.4739,0.9661,0.0361,2.36,0.0093,0,0,0,0,1,0
Amumu,Tank,JUNGLE,3,39.49,0.7,0.4893,0.8598,0.0254,2.51,0.011,0,0,0,0,1,0
Amumu,Tank,SUPPORT,2,35.21,2.14,0.4865,0.1034,0.0029,1.92,0.0117,0,0,0,0,1,0
Anivia,Mage,MID,4,56.22,5.68,0.518,0.8464,0.0379,2.74,0.0421,0,1,0,0,0,0
Anivia,Mage,SUPPORT,2,34.61,2.74,0.474,0.1084,0.0041,2.27,0.0409,0,1,0,0,0,0
Annie,Mage,MID,3,43.26,-0.26,0.4982,0.8386,0.0173,2.36,0.0065,0,1,0,0,0,0
Annie,Mage,SUPPORT,2,37.49,10.56,0.4945,0.1013,0.002,2.19,0.0065,0,1,0,0,0,0
Aphelios,Marksman,ADC,1,30.76,-5.09,0.4596,0.9696,0.0567,1.96,0.009,0,0,0,1,0,0
Ashe,Marksman,ADC,4,53.6,7.09,0.5185,0.7552,0.0715,2.46,0.0109,0,0,0,1,0,0
Ashe,Marksman,SUPPORT,2,38.59,-0.6,0.4736,0.2085,0.0194,2.4,0.0109,0,0,0,1,0,0
Aurelion Sol,Mage,MID,3,41.85,2.32,0.4961,0.8762,0.0124,2.49,0.0041,0,1,0,0,0,0
Azir,Mage,MID,3,43.3,5.62,0.4834,0.8667,0.0268,2.3,0.0054,0,1,0,0,0,0
Bard,Support,SUPPORT,4,51.39,2.57,0.5081,0.9704,0.0366,3.07,0.005,0,0,0,0,0,1
Blitzcrank,Tank,SUPPORT,4,58,-5.13,0.5082,0.9814,0.0642,2.44,0.1565,0,0,0,0,1,0
Brand,Mage,SUPPORT,4,48.33,4.04,0.5117,0.671,0.0378,1.93,0.0514,0,1,0,0,0,0
Brand,Mage,MID,4,47.54,7.05,0.5343,0.2078,0.0111,2.18,0.0558,0,1,0,0,0,0
Braum,Support,SUPPORT,4,47.79,4.02,0.5074,0.9859,0.0246,2.9,0.0033,0,0,0,0,0,1
Caitlyn,Marksman,ADC,3,45.09,-3.74,0.4665,0.964,0.0847,2.18,0.0585,0,0,0,1,0,0
Camille,Fighter,TOP,5,63.83,3.45,0.4797,0.9489,0.062,1.9,0.038,1,0,0,0,0,0
Cassiopeia,Mage,MID,3,45.8,1.57,0.5018,0.748,0.0252,2.17,0.0172,0,1,0,0,0,0
Cassiopeia,Mage,TOP,1,33.14,5.06,0.5042,0.1596,0.005,1.88,0.0166,0,1,0,0,0,0
Cho'Gath,Tank,TOP,3,43.26,-8.74,0.4914,0.6717,0.0245,2.03,0.0086,0,0,0,0,1,0
Cho'Gath,Tank,MID,3,40.1,-5.43,0.5029,0.1889,0.0062,2.28,0.0092,0,0,0,0,1,0
Corki,Marksman,MID,3,42.25,5.54,0.4903,0.9005,0.0192,2.34,0.0046,0,0,0,1,0,0
Darius,Fighter,TOP,6,92.94,7.34,0.5137,0.9311,0.082,1.9,0.1763,1,0,0,0,0,0
Diana,Fighter,JUNGLE,5,66.69,-8.3,0.5082,0.8333,0.08,2.5,0.0876,1,0,0,0,0,0
Diana,Fighter,MID,3,45.4,0.42,0.5179,0.1506,0.0143,2.13,0.0876,1,0,0,0,0,0
Dr. Mundo,Marksman,TOP,4,50.26,3.72,0.518,0.8513,0.0231,2.3,0.0136,0,0,0,1,0,0
Draven,Fighter,ADC,3,40.93,-0.94,0.498,0.9466,0.0511,2.11,0.0961,1,0,0,0,0,0
Ekko,Assassin,JUNGLE,4,54.85,0.2,0.5181,0.6595,0.0451,2.83,0.0313,0,0,1,0,0,0
Ekko,Assassin,MID,3,43.2,-2.81,0.4905,0.3192,0.022,2.29,0.0316,0,0,1,0,0,0
Elise,Mage,JUNGLE,1,29.66,-4.24,0.4642,0.9244,0.0132,2.51,0.0077,0,1,0,0,0,0
Evelynn,Assassin,JUNGLE,2,36.93,-3.9,0.4608,0.9854,0.0278,2.86,0.0501,0,0,1,0,0,0
Ezreal,Marksman,ADC,6,90.21,0.99,0.4879,0.9583,0.194,2.48,0.0562,0,0,0,1,0,0
Fiddlesticks,Mage,JUNGLE,3,45.29,-2.62,0.5096,0.8964,0.0286,2.59,0.0193,0,1,0,0,0,0
Fiora,Fighter,TOP,6,87.89,13.04,0.5284,0.9707,0.0702,1.81,0.1762,1,0,0,0,0,0
Fizz,Assassin,MID,4,51.02,-3.61,0.5053,0.9432,0.0328,2.5,0.0518,0,0,1,0,0,0
Galio,Tank,MID,4,48.58,1.47,0.5072,0.7797,0.024,2.65,0.0042,0,0,0,0,1,0
Galio,Tank,SUPPORT,2,36.78,2.73,0.4833,0.195,0.0056,2.32,0.0042,0,0,0,0,1,0
Gangplank,Fighter,TOP,6,88.86,-0.08,0.4877,0.81,0.0854,2.08,0.144,1,0,0,0,0,0
Gangplank,Fighter,MID,3,40.67,2.11,0.4757,0.1921,0.0201,2.3,0.143,1,0,0,0,0,0
Garen,Fighter,TOP,5,69.9,-3.56,0.5086,0.8589,0.0599,2.05,0.031,1,0,0,0,0,0
Gnar,Fighter,TOP,4,47.9,1.95,0.4934,0.964,0.0318,2,0.0064,1,0,0,0,0,0
Gragas,Fighter,MID,3,41.37,2.41,0.5087,0.1323,0.0034,2.51,0.0023,1,0,0,0,0,0
Gragas,Fighter,TOP,2,34.12,-2.65,0.4797,0.5077,0.0138,2.05,0.0025,1,0,0,0,0,0
Gragas,Fighter,SUPPORT,1,31.02,1.38,0.4565,0.1535,0.0038,2.18,0.0023,1,0,0,0,0,0
Gragas,Fighter,JUNGLE,1,28.7,-0.12,0.4695,0.2293,0.0056,2.67,0.0023,1,0,0,0,0,0
Graves,Marksman,JUNGLE,6,78.1,-12.23,0.4937,0.7819,0.1068,2.56,0.1297,0,0,0,1,0,0
Graves,Marksman,TOP,2,38.4,-9.55,0.4812,0.1557,0.02,1.79,0.1297,0,0,0,1,0,0
Gwen,Fighter,TOP,6,75.22,22.73,0.4993,0.7781,0.0731,1.79,0.048,1,0,0,0,0,0
Gwen,Fighter,JUNGLE,2,38.25,4.44,0.5015,0.1742,0.0158,2.46,0.048,1,0,0,0,0,0
Hecarim,Fighter,JUNGLE,3,44.23,-3.87,0.4876,0.9657,0.0341,2.8,0.0248,1,0,0,0,0,0
Heimerdinger,Mage,MID,3,41.31,-0.72,0.5119,0.4337,0.0086,2,0.0098,0,1,0,0,0,0
Heimerdinger,Mage,ADC,1,23.42,-9.47,0.4984,0.1356,0.0022,2.15,0.0087,0,1,0,0,0,0
Heimerdinger,Mage,TOP,1,23.3,-6.84,0.4667,0.3261,0.0061,1.58,0.0098,0,1,0,0,0,0
Illaoi,Fighter,TOP,3,43.78,-0.06,0.4988,0.9426,0.0281,1.42,0.0441,1,0,0,0,0,0
Irelia,Fighter,TOP,5,62.84,-7.56,0.4908,0.5207,0.0507,1.53,0.1945,1,0,0,0,0,0
Irelia,Fighter,MID,4,48.67,-4.25,0.4812,0.4601,0.0429,1.69,0.1945,1,0,0,0,0,0
Ivern,Support,JUNGLE,2,37.37,4.84,0.4854,0.8082,0.0112,3.29,0.004,0,0,0,0,0,1
Ivern,Support,SUPPORT,1,33.36,10.81,0.4618,0.1107,0.0015,2.67,0.004,0,0,0,0,0,1
Janna,Support,SUPPORT,5,62.27,3.9,0.5381,0.9827,0.0547,3.38,0.0111,0,0,0,0,0,1
Jarvan IV,Tank,JUNGLE,3,42.38,-0.4,0.4848,0.8964,0.0267,3.14,0.0036,0,0,0,0,1,0
Jax,Fighter,TOP,5,69.26,-2.76,0.4952,0.839,0.063,1.63,0.1048,1,0,0,0,0,0
Jax,Fighter,JUNGLE,2,37.39,1.45,0.5142,0.1536,0.0116,2.12,0.0945,1,0,0,0,0,0
Jayce,Fighter,TOP,3,43.72,0.28,0.4912,0.8042,0.0281,1.8,0.0053,1,0,0,0,0,0
Jayce,Fighter,MID,3,40.15,3.9,0.5082,0.1742,0.0055,2.13,0.0052,1,0,0,0,0,0
Jhin,Marksman,ADC,6,89.73,5.83,0.5159,0.9746,0.164,3.03,0.0418,0,0,0,1,0,0
Jinx,Marksman,ADC,4,58.65,6.73,0.5023,0.9874,0.1016,2.27,0.0199,0,0,0,1,0,0
Kai'Sa,Marksman,ADC,6,89.01,18.42,0.4949,0.9677,0.1908,2.48,0.0315,0,0,0,1,0,0
Kalista,Marksman,ADC,2,36.17,-2.14,0.4906,0.9052,0.0411,2.35,0.0193,0,0,0,1,0,0
Karma,Mage,SUPPORT,4,55.95,-8.67,0.4825,0.823,0.0789,2.75,0.0365,0,1,0,0,0,0
Karma,Mage,MID,3,41.05,-4.53,0.482,0.1101,0.0113,2.93,0.0365,0,1,0,0,0,0
Karthus,Mage,JUNGLE,3,41.23,-4.29,0.4835,0.6861,0.0301,2.53,0.0712,0,1,0,0,0,0
Karthus,Mage,ADC,2,34.73,-3.34,0.535,0.143,0.0061,2.29,0.0608,0,1,0,0,0,0
Karthus,Mage,MID,1,31.89,-11.45,0.4628,0.1261,0.0048,2.25,0.0518,0,1,0,0,0,0
Kassadin,Assassin,MID,4,53.37,-0.21,0.5022,0.9575,0.0398,2.45,0.0958,0,0,1,0,0,0
Katarina,Assassin,MID,5,65.71,-12.73,0.4779,0.9478,0.0846,2.27,0.1419,0,0,1,0,0,0
Kayle,Fighter,TOP,6,87.8,18.57,0.5203,0.7425,0.0803,1.87,0.1007,1,0,0,0,0,0
Kayle,Fighter,MID,4,56.12,8.58,0.5478,0.2391,0.026,2.25,0.1007,1,0,0,0,0,0
Kayn,Fighter,JUNGLE,6,75.28,-0.95,0.5045,0.9667,0.1002,2.44,0.1161,1,0,0,0,0,0
Kennen,Mage,MID,3,39.88,-4.14,0.5025,0.1939,0.0037,2.42,0.005,0,1,0,0,0,0
Kennen,Mage,TOP,1,30.47,-9.71,0.4599,0.7611,0.0162,1.95,0.0051,0,1,0,0,0,0
Kha'Zix,Assassin,JUNGLE,4,59.35,-11.4,0.5053,0.9805,0.0636,2.63,0.0642,0,0,1,0,0,0
Kindred,Marksman,JUNGLE,4,55.16,7.48,0.5188,0.9456,0.052,2.3,0.0397,0,0,0,1,0,0
Kled,Fighter,TOP,2,39.17,-10.23,0.4912,0.868,0.016,2.2,0.0084,1,0,0,0,0,0
Kog'Maw,Marksman,ADC,5,60.22,18.73,0.5422,0.9367,0.0728,2.34,0.0515,0,0,0,1,0,0
LeBlanc,Assassin,MID,3,44.34,-4.98,0.4609,0.9339,0.0323,2.9,0.0635,0,0,1,0,0,0
Lee Sin,Fighter,JUNGLE,5,63.59,-8.48,0.4498,0.9358,0.1014,2.56,0.0755,1,0,0,0,0,0
Leona,Tank,SUPPORT,4,53.34,-6.88,0.4902,0.9826,0.0664,2.32,0.0812,0,0,0,0,1,0
Lillia,Fighter,JUNGLE,5,67.78,15.75,0.5383,0.8198,0.0651,2.98,0.0381,1,0,0,0,0,0
Lillia,Fighter,TOP,3,46.48,5.14,0.5305,0.15,0.0122,2.29,0.0353,1,0,0,0,0,0
Lissandra,Mage,MID,3,42.23,-6.23,0.4779,0.9072,0.0252,2.4,0.0082,0,1,0,0,0,0
Lucian,Marksman,ADC,6,77.18,-9.83,0.5052,0.8747,0.1292,2.37,0.1649,0,0,0,1,0,0
Lulu,Support,SUPPORT,6,73.01,1.4,0.4981,0.9603,0.1119,3.11,0.1734,0,0,0,0,0,1
Lux,Mage,MID,5,62.23,1.95,0.521,0.3536,0.047,2.97,0.0903,0,1,0,0,0,0
Lux,Mage,SUPPORT,5,60.96,-7.99,0.4859,0.6044,0.0923,2.48,0.0903,0,1,0,0,0,0
Malphite,Tank,TOP,5,60.4,2.93,0.5199,0.7357,0.0358,2.5,0.0357,0,0,0,0,1,0
Malphite,Tank,MID,3,39.41,-0.4,0.494,0.1213,0.0061,2.48,0.036,0,0,0,0,1,0
Malphite,Tank,SUPPORT,2,34.42,5.89,0.4716,0.1387,0.0074,2.13,0.0364,0,0,0,0,1,0
Malzahar,Mage,MID,4,50.73,0.57,0.5072,0.902,0.0353,2.24,0.0324,0,1,0,0,0,0
Maokai,Tank,SUPPORT,3,41.41,1.09,0.5029,0.7161,0.0124,2.2,0.0014,0,0,0,0,1,0
Maokai,Tank,TOP,1,33.07,-1.45,0.4999,0.2086,0.0038,2.12,0.0014,0,0,0,0,1,0
Master Yi,Assassin,JUNGLE,5,65.41,3.19,0.5022,0.9315,0.0709,2.05,0.1745,0,0,1,0,0,0
Miss Fortune,Marksman,ADC,5,60.2,1.3,0.5129,0.9185,0.095,2.35,0.0287,0,0,0,1,0,0
Mordekaiser,Fighter,TOP,6,84.67,1.23,0.5154,0.7802,0.0758,1.96,0.0924,1,0,0,0,0,0
Mordekaiser,Fighter,JUNGLE,4,49.92,11.8,0.557,0.1524,0.0156,2.49,0.0999,1,0,0,0,0,0
Morgana,Mage,SUPPORT,5,61.19,-0.33,0.5063,0.855,0.0662,2.56,0.2225,0,1,0,0,0,0
Nami,Support,SUPPORT,6,72.9,-13.83,0.514,0.9964,0.114,3.3,0.0635,0,0,0,0,0,1
Nasus,Fighter,TOP,5,59.64,8.86,0.5197,0.7803,0.0404,1.95,0.0364,1,0,0,0,0,0
Nautilus,Tank,SUPPORT,5,66.97,-10.75,0.4947,0.9727,0.1058,2.32,0.1719,0,0,0,0,1,0
Neeko,Mage,MID,4,47.74,-2.15,0.5213,0.5913,0.017,2.39,0.0055,0,1,0,0,0,0
Neeko,Mage,SUPPORT,3,41.19,7.53,0.5091,0.246,0.0075,2.14,0.0061,0,1,0,0,0,0
Neeko,Mage,TOP,1,33.79,8.15,0.5098,0.1092,0.0025,2.02,0.0054,0,1,0,0,0,0
Nidalee,Assassin,JUNGLE,3,39.7,-10.62,0.4589,0.8963,0.0369,2.81,0.0295,0,0,1,0,0,0
Nocturne,Assassin,JUNGLE,4,55.45,-6.02,0.5231,0.9577,0.0452,2.66,0.048,0,0,1,0,0,0
Nunu,Tank,JUNGLE,3,42.03,-2.87,0.4935,0.8953,0.0266,2.75,0.009,0,0,0,0,1,0
Olaf,Fighter,TOP,5,71.2,8.3,0.5276,0.6364,0.0527,1.8,0.1211,1,0,0,0,0,0
Olaf,Fighter,JUNGLE,2,37.25,-17.36,0.4749,0.3402,0.0277,2.23,0.1211,1,0,0,0,0,0
Orianna,Mage,MID,4,54.47,12.69,0.5214,0.9254,0.0305,2.87,0.0019,0,1,0,0,0,0
Ornn,Tank,TOP,5,64.97,5.27,0.5054,0.9229,0.0515,2.32,0.0102,0,0,0,0,1,0
Pantheon,Fighter,MID,3,44.01,-2.07,0.511,0.2496,0.0128,2.3,0.0126,1,0,0,0,0,0
Pantheon,Fighter,SUPPORT,2,35.97,-1.05,0.4661,0.4783,0.0224,1.9,0.0118,1,0,0,0,0,0
Pantheon,Fighter,TOP,2,35.67,-3.73,0.4983,0.2165,0.0096,2.03,0.0126,1,0,0,0,0,0
Poppy,Tank,JUNGLE,2,36.32,0.11,0.481,0.558,0.0218,2.49,0.0168,0,0,0,0,1,0
Poppy,Tank,TOP,2,34.47,-6.51,0.4825,0.3352,0.0124,2.12,0.0168,0,0,0,0,1,0
Pyke,Support,SUPPORT,5,60.82,-10.53,0.4886,0.939,0.0856,2.29,0.1906,0,0,0,0,0,1
Qiyana,Assassin,MID,3,39.94,-9.2,0.465,0.6423,0.0293,2.09,0.041,0,0,1,0,0,0
Qiyana,Assassin,JUNGLE,2,38.68,7.33,0.5088,0.308,0.0128,2.51,0.0369,0,0,1,0,0,0
Quinn,Marksman,TOP,2,38.02,-6.36,0.5001,0.7998,0.0141,1.92,0.0093,0,0,0,1,0,0
Rakan,Support,SUPPORT,3,43.85,-6.2,0.4681,0.9831,0.0405,2.77,0.0026,0,0,0,0,0,1
Rammus,Tank,JUNGLE,3,42.08,-2.51,0.488,0.9483,0.0264,2.91,0.0432,0,0,0,0,1,0
Rek'Sai,Fighter,JUNGLE,3,43.63,-1.52,0.5035,0.968,0.0284,2.5,0.0286,1,0,0,0,0,0
Rell,Tank,SUPPORT,3,44.19,2.48,0.5053,0.9851,0.0188,2.42,0.0034,0,0,0,0,1,0
Renata Glasc,Support,SUPPORT,5,64.88,-0.42,0.5267,0.9898,0.0772,2.93,0.0708,0,0,0,0,0,1
Renekton,Fighter,MID,3,43.09,0.9,0.5257,0.1426,0.0046,2.09,0.0197,1,0,0,0,0,0
Renekton,Fighter,TOP,3,40.83,-12.58,0.4685,0.8269,0.0307,1.85,0.0193,1,0,0,0,0,0
Rengar,Assassin,JUNGLE,4,52.63,-7.37,0.5014,0.7867,0.0474,2.42,0.1334,0,0,1,0,0,0
Rengar,Assassin,TOP,3,46.18,4.82,0.5339,0.1813,0.0119,2.02,0.1334,0,0,1,0,0,0
Riven,Fighter,TOP,4,53.35,-15.05,0.4723,0.8949,0.0491,1.81,0.0365,1,0,0,0,0,0
Rumble,Fighter,MID,3,42.97,-4.65,0.5095,0.2908,0.0066,2.59,0.0037,1,0,0,0,0,0
Rumble,Fighter,TOP,2,35.53,0.77,0.4821,0.5579,0.0137,2.18,0.0051,1,0,0,0,0,0
Rumble,Fighter,JUNGLE,1,24.85,4.29,0.4582,0.1082,0.0026,2.59,0.004,1,0,0,0,0,0
Ryze,Mage,MID,1,27.4,0.42,0.4299,0.8167,0.0133,2.06,0.0012,0,1,0,0,0,0
Ryze,Mage,TOP,1,21.34,6.87,0.4616,0.1586,0.0026,1.78,0.0012,0,1,0,0,0,0
Samira,Marksman,ADC,5,70.42,-3.18,0.4889,0.9554,0.1164,2.21,0.2208,0,0,0,1,0,0
Sejuani,Tank,JUNGLE,3,40.74,-7.02,0.4848,0.7489,0.0229,3.11,0.0039,0,0,0,0,1,0
Sejuani,Tank,TOP,1,33.04,2.5,0.4906,0.2061,0.0056,2.26,0.0039,0,0,0,0,1,0
Senna,Marksman,SUPPORT,6,94.37,4.98,0.5262,0.9366,0.1709,2.78,0.1989,0,0,0,1,0,0
Seraphine,Mage,SUPPORT,4,50.04,6.05,0.5017,0.6508,0.0428,2.65,0.0096,0,1,0,0,0,0
Seraphine,Mage,MID,4,48.47,7.3,0.5205,0.1691,0.011,2.99,0.0101,0,1,0,0,0,0
Seraphine,Mage,ADC,3,41,-1.7,0.532,0.176,0.0111,3.04,0.0096,0,1,0,0,0,0
Sett,Fighter,TOP,6,74.12,4.04,0.5179,0.7907,0.0644,1.76,0.0544,1,0,0,0,0,0
Shaco,Assassin,JUNGLE,4,59.07,1.2,0.5099,0.823,0.0513,2.81,0.156,0,0,1,0,0,0
Shaco,Assassin,SUPPORT,2,37.96,1.48,0.4796,0.1297,0.0093,2.44,0.177,0,0,1,0,0,0
Shen,Tank,TOP,5,64.17,-3.16,0.5181,0.8507,0.0384,2.96,0.0087,0,0,0,0,1,0
Shen,Tank,SUPPORT,2,35.12,-1.61,0.468,0.1052,0.0045,2.65,0.0088,0,0,0,0,1,0
Shyvana,Fighter,JUNGLE,5,61.14,10.88,0.5384,0.8624,0.0494,2.93,0.0273,1,0,0,0,0,0
Shyvana,Fighter,TOP,2,35.44,0.52,0.5033,0.119,0.0067,2.08,0.0273,1,0,0,0,0,0
Singed,Tank,TOP,4,51.6,7.14,0.5295,0.6702,0.0224,2.2,0.0082,0,0,0,0,1,0
Singed,Tank,MID,4,51.04,3,0.5462,0.2196,0.0058,2.86,0.0082,0,0,0,0,1,0
Sion,Tank,TOP,4,47.4,-5.56,0.4746,0.8013,0.0426,1.54,0.0191,0,0,0,0,1,0
Sivir,Marksman,ADC,2,35.09,-5.2,0.5018,0.9542,0.0286,2.43,0.0065,0,0,0,1,0,0
Skarner,Fighter,JUNGLE,2,38.32,1.58,0.5041,0.7406,0.0102,2.83,0.0024,1,0,0,0,0,0
Skarner,Fighter,TOP,1,29.53,-8.97,0.4815,0.2325,0.0027,2.31,0.0021,1,0,0,0,0,0
Sona,Support,SUPPORT,4,56.74,1.05,0.5272,0.9754,0.0457,3.02,0.0063,0,0,0,0,0,1
Soraka,Support,SUPPORT,4,57.18,-6.35,0.5076,0.9402,0.0632,2.84,0.0494,0,0,0,0,0,1
Swain,Mage,MID,4,57.09,5.87,0.5324,0.3012,0.0336,2.55,0.0852,0,1,0,0,0,0
Swain,Mage,TOP,4,49.63,2.79,0.5135,0.2134,0.024,2.11,0.0852,0,1,0,0,0,0
Swain,Mage,SUPPORT,4,49.15,-1.98,0.4958,0.3482,0.0429,2.47,0.0852,0,1,0,0,0,0
Swain,Mage,ADC,3,45.98,-5.44,0.5533,0.136,0.0137,2.85,0.0882,0,1,0,0,0,0
Sylas,Mage,MID,5,59.46,-3.98,0.4972,0.8305,0.0676,2.11,0.0439,0,1,0,0,0,0
Sylas,Mage,TOP,1,31.06,-2.34,0.4857,0.1115,0.0091,1.79,0.044,0,1,0,0,0,0
Syndra,Mage,MID,3,44.34,1.56,0.4966,0.8576,0.0229,2.26,0.007,0,1,0,0,0,0
Tahm Kench,Support,TOP,3,39.58,-7.69,0.4699,0.4699,0.0234,2.26,0.0278,0,0,0,0,0,1
Tahm Kench,Support,SUPPORT,2,37.89,5.09,0.4818,0.2634,0.012,2.27,0.0264,0,0,0,0,0,1
Tahm Kench,Support,ADC,2,35.22,-16.18,0.5162,0.274,0.0112,2.76,0.0251,0,0,0,0,0,1
Taliyah,Mage,MID,6,75.41,3.48,0.542,0.5342,0.063,2.42,0.2286,0,1,0,0,0,0
Taliyah,Mage,JUNGLE,5,62.46,7.64,0.525,0.3869,0.0454,2.67,0.2286,0,1,0,0,0,0
Talon,Assassin,JUNGLE,4,49.69,-1.07,0.4959,0.5847,0.047,2.48,0.0481,0,0,1,0,0,0
Talon,Assassin,MID,4,47.69,-2.59,0.502,0.3806,0.0293,2.2,0.0481,0,0,1,0,0,0
Taric,Support,SUPPORT,2,33.92,-9.95,0.4577,0.8688,0.0108,2.45,0.0012,0,0,0,0,0,1
Teemo,Marksman,TOP,5,62.97,0.58,0.5209,0.777,0.0437,1.84,0.0715,0,0,0,1,0,0
Thresh,Support,SUPPORT,4,54.36,-5.95,0.4777,0.9787,0.0799,2.61,0.0222,0,0,0,0,0,1
Tristana,Marksman,ADC,4,53.89,0.22,0.5072,0.8402,0.0802,2.34,0.0418,0,0,0,1,0,0
Tristana,Marksman,MID,3,44.1,2.78,0.5178,0.1295,0.0106,2.18,0.0418,0,0,0,1,0,0
Trundle,Fighter,JUNGLE,4,50.01,6.83,0.5272,0.7324,0.03,2.7,0.0229,1,0,0,0,0,0
Trundle,Fighter,TOP,3,40.25,3.54,0.5258,0.2315,0.0101,1.75,0.0239,1,0,0,0,0,0
Tryndamere,Fighter,TOP,2,39.06,-10.91,0.4792,0.825,0.0248,1.65,0.0733,1,0,0,0,0,0
Twisted Fate,Mage,MID,4,47.38,6.26,0.4852,0.9163,0.0362,2.44,0.0023,0,1,0,0,0,0
Twitch,Marksman,ADC,4,56.98,5.64,0.5127,0.8037,0.083,2.41,0.058,0,0,0,1,0,0
Udyr,Fighter,JUNGLE,2,35.57,-1.85,0.4808,0.9318,0.0198,2.52,0.0057,1,0,0,0,0,0
Urgot,Fighter,TOP,4,52.87,-0.06,0.5251,0.9155,0.0281,1.99,0.017,1,0,0,0,0,0
Varus,Marksman,MID,2,38.72,0,0.5032,0.1046,0.0033,2.18,0.0023,0,0,0,1,0,0
Varus,Marksman,ADC,1,33.83,4.32,0.4995,0.8779,0.0281,2.37,0.0023,0,0,0,1,0,0
Vayne,Marksman,ADC,6,84.73,29.92,0.5111,0.8309,0.1352,2.14,0.2445,0,0,0,1,0,0
Vayne,Marksman,TOP,3,42.46,3.39,0.4903,0.1446,0.0216,1.62,0.2445,0,0,0,1,0,0
Veigar,Mage,MID,5,69.44,7.26,0.5321,0.7532,0.0706,2.45,0.0686,0,1,0,0,0,0
Veigar,Mage,ADC,1,33.14,-7.87,0.5105,0.1592,0.0137,2.51,0.0686,0,1,0,0,0,0
Vel'Koz,Mage,MID,4,47.44,6.18,0.5136,0.4252,0.0151,2.77,0.0059,0,1,0,0,0,0
Vel'Koz,Mage,SUPPORT,3,45.88,3.77,0.515,0.5198,0.0201,2.33,0.0059,0,1,0,0,0,0
Vex,Mage,MID,4,54.26,-4.96,0.5061,0.9127,0.0415,2.45,0.0733,0,1,0,0,0,0
Vi,Fighter,JUNGLE,4,55.66,9.13,0.5411,0.9182,0.0397,2.55,0.0125,1,0,0,0,0,0
Viego,Assassin,JUNGLE,6,90.49,-1.3,0.5078,0.9399,0.1351,2.5,0.1031,0,0,1,0,0,0
Viktor,Mage,MID,5,61.65,7.34,0.5046,0.931,0.0667,2.41,0.0276,0,1,0,0,0,0
Vladimir,Mage,MID,4,47.76,-7.29,0.4652,0.6951,0.0466,2.29,0.0855,0,1,0,0,0,0
Vladimir,Mage,TOP,2,35.77,-2.26,0.4738,0.2846,0.0178,1.98,0.0855,0,1,0,0,0,0
Volibear,Fighter,JUNGLE,5,60.7,-1.98,0.5141,0.6351,0.0591,2.88,0.0643,1,0,0,0,0,0
Volibear,Fighter,TOP,3,40.08,-10.73,0.464,0.3415,0.0322,1.6,0.0643,1,0,0,0,0,0
Warwick,Fighter,JUNGLE,4,54.8,3.23,0.5205,0.7818,0.0495,2.27,0.0459,1,0,0,0,0,0
Warwick,Fighter,TOP,2,34.3,-4.28,0.4954,0.2438,0.0103,1.83,0.0455,1,0,0,0,0,0
Wukong,Fighter,JUNGLE,6,91.39,23.98,0.5373,0.747,0.1064,2.92,0.1661,1,0,0,0,0,0
Wukong,Fighter,TOP,5,59.97,3.54,0.5293,0.2069,0.0297,2.21,0.1661,1,0,0,0,0,0
Xayah,Marksman,ADC,3,42.76,4.1,0.4907,0.981,0.0606,2.39,0.0118,0,0,0,1,0,0
Xerath,Mage,MID,4,54.21,-1.4,0.5097,0.4207,0.0282,3.37,0.0429,0,1,0,0,0,0
Xerath,Mage,SUPPORT,4,52.54,-1.46,0.5187,0.5324,0.0372,2.76,0.0429,0,1,0,0,0,0
Xin Zhao,Fighter,JUNGLE,1,33.84,-3.37,0.4766,0.8766,0.0218,2.21,0.0087,1,0,0,0,0,0
Yasuo,Fighter,MID,6,88.69,0.9,0.501,0.6977,0.1203,1.77,0.2414,1,0,0,0,0,0
Yasuo,Fighter,TOP,3,43.52,-1.47,0.4831,0.1481,0.0253,1.49,0.2537,1,0,0,0,0,0
Yasuo,Fighter,ADC,1,23.22,-19.78,0.4625,0.1491,0.0252,1.88,0.2414,1,0,0,0,0,0
